"filename","final_path","source_path","doc_type","species_tags","extraction_status","publish_year","model_target_year","target_year_rule","search_text"
"A6FF1B87__18_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\A6FF1B87__18_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\18_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","A6FF1B87__18_bg_report.pdf other 2026 harvest_report    UTAH BIG GAME   ANNUAL REPORT  2018                                            Publication No. 19-24         i    UTAH BIG GAME  ANNUAL REPORT  2018          Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Projects Coordinator    and     Covy Jones  Big Game Program Coordinator          Publication Number 19-24    Annual Performance Report for Federal Aid Project W-65-M, segments 66 and 67                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Michal D. Fowlks  Director   "
"A70D85A2__19_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\A70D85A2__19_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\19_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","A70D85A2__19_bg_report.pdf other 2026 harvest_report  UTAH BIG GAME   ANNUAL REPORT  2019                                            Publication No. 20-23         UTAH BIG GAME  ANNUAL REPORT  2019          Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Projects Coordinator    and     Covy Jones  Big Game Program Coordinator          Publication Number 20-23    Annual Performance Report for Federal Aid Project W-65-M, segments 67 and 68                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Michal D. Fowlks  Director   "
"8D21BF1D__20_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\8D21BF1D__20_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\20_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","8D21BF1D__20_bg_report.pdf other 2026 harvest_report                                                  UTAH BIG GAME   ANNUAL REPORT  2020  Publication No. 21-17                                                               UTAH BIG GAME  ANNUAL REPORT  2020  Prepared by:  Heather H. Bernales  Biometrician  Kent R. Hersey  Big Game Projects Coordinator  and  Covy Jones  Big Game Program Coordinator  Publication Number 21-17  Annual Performance Report for Federal Aid Project W-65-M, segments 68 and 69  State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES  J. Shirley  Division Director "
"53071B36__21_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\53071B36__21_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\21_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","53071B36__21_bg_report.pdf other 2026 harvest_report      UTAH BIG GAME   ANNUAL REPORT  2021               Publication No. 22-16         UTAH BIG GAME  ANNUAL REPORT  2021          Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Projects Coordinator    Rusty Robinson  Once-in-a-Lifetime Program Coordinator    Dax Mangus  Big Game Program Coordinator          Publication Number 22-16    Annual Performance Report for Federal Aid Project W-65-M, segments 69 and 70                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      J. Shirley  Division Director   "
"B4307292__22_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\B4307292__22_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\22_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","B4307292__22_bg_report.pdf other 2026 harvest_report      UTAH BIG GAME   ANNUAL REPORT  2022                Publication No. 23-17         UTAH BIG GAME  ANNUAL REPORT  2022          Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Projects Coordinator    Rusty Robinson  Once-in-a-Lifetime Program Coordinator    Dax Mangus  Big Game Program Coordinator          Publication Number 23-17    Annual Performance Report for Federal Aid Project W-65-M, segments 70 and 71                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      J. Shirley  Division Director   "
"3748834F__23_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\3748834F__23_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\23_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","3748834F__23_bg_report.pdf other 2026 harvest_report                                  UTAH BIG GAME   ANNUAL REPORT  2023  Publication No. 24-19                                                                   UTAH BIG GAME  ANNUAL REPORT  2023  Prepared by:  Heather H. Bernales  Biometrician  Kent R. Hersey  Big Game Projects Coordinator  Rusty Robinson  Once-in-a-Lifetime Program Coordinator  Dax Mangus  Big Game Program Coordinator  Publication Number 24-19  Annual Performance Report for Federal Aid Project W-65-M, segments 71 and 72  State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES  J. Shirley  Division Director "
"1ACA3B7A__24_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\1ACA3B7A__24_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\24_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","1ACA3B7A__24_bg_report.pdf other 2026 harvest_report                                                                          UTAH,__ ..  UTAH BIG GAME  ANNUAL REPORT  2024  Publication No. 25-18                                                                                                   UTAH BIG GAME  ANNUAL REPORT  2024  Prepared by:  Heather H. Bernales  Biometrician  Kent R. Hersey  Big Game Projects Coordinator  Rusty Robinson  Once-in-a-Lifetime Program Coordinator  Dax Mangus  Big Game Program Coordinator  Publication Number 25-18  Annual Performance Report for Federal Aid Project W-65-M, segments 72 and 73  State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES  Riley Peck  Division Director "
"4B24648B__06-07_annual_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\4B24648B__06-07_annual_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\cougar\06-07_annual_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","4B24648B__06-07_annual_report.pdf other 2026 harvest_report  UTAH COUGAR   ANNUAL REPORT  2006 and 2007                                                Publication No. 06–XX        i UTAH COUGAR  ANNUAL REPORT  2006 and 2007        Prepared by:      Kent R. Hersey  Biometrician    Heather H. Bernales  Biometrician    and    Kevin Bunnell  Mammals Program Coordinator      Publication No. 08-35      Annual Performance Report for Federal Aid Project W-65-M, segments 54 and 55      State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      An Equal Opportunity Employer      James F. Karpowitz  Director "
"3795B70D__08_annual_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\3795B70D__08_annual_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\cougar\08_annual_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","3795B70D__08_annual_report.pdf other 2026 harvest_report  UTAH COUGAR   ANNUAL REPORT  2008                                                Publication No. 06–XX                    Publication No. 08-60   i UTAH COUGAR  ANNUAL REPORT  2008      Prepared by:      Heather H. Bernales  Biometrician    Justin Dolling  Game Mammals Program Coordinator    and    Kevin Bunnell  Mammals Program Coordinator      Publication No. 08-60        Annual Performance Report for Federal Aid Project W-65-M, segments 56 and 57      State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      An Equal Opportunity Employer      James F. Karpowitz  Director "
"9F1639CD__09_annual_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\9F1639CD__09_annual_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\cougar\09_annual_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","9F1639CD__09_annual_report.pdf other 2026 harvest_report  UTAH COUGAR   ANNUAL REPORT  2009                                                Publication No. 06–XX                    Publication No. 10-15   i UTAH COUGAR  ANNUAL REPORT  2009      Prepared by:      Heather H. Bernales  Biometrician    Justin Dolling  Game Mammals Program Coordinator    and    Kevin Bunnell  Mammals Program Coordinator      Publication No. 10-15        Annual Performance Report for Federal Aid Project W-65-M, segments 57 and 58      State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      An Equal Opportunity Employer      James F. Karpowitz  Director "
"CEA6F290__10_annual_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\CEA6F290__10_annual_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\cougar\10_annual_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","CEA6F290__10_annual_report.pdf other 2026 harvest_report  UTAH COUGAR   ANNUAL REPORT  2010                                                Publication No. 06–XX                    Publication No. 11-06   i UTAH COUGAR  ANNUAL REPORT  2010      Prepared by:      Heather H. Bernales  Biometrician    Justin Dolling  Game Mammals Program Coordinator    and    Kevin Bunnell  Mammals Program Coordinator      Publication No. 11-06        Annual Performance Report for Federal Aid Project W-65-M, segments 58 and 59      State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      An Equal Opportunity Employer      James F. Karpowitz  Director "
"3A8C6F9C__11_cougar_annual_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\3A8C6F9C__11_cougar_annual_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\cougar\11_cougar_annual_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","3A8C6F9C__11_cougar_annual_report.pdf other 2026 harvest_report  UTAH COUGAR   ANNUAL REPORT  2011                      Publication No. 11-29   i UTAH COUGAR  ANNUAL REPORT  2011      Prepared by:    Heather H. Bernales  Biometrician    Justin Dolling  Game Mammals Program Coordinator    John Shivik  Mammals Program Coordinator    and    Kevin Bunnell  Mammals Program Coordinator      Publication No. 11-29      Annual Performance Report for Federal Aid Project W-65-M, segments 59 and 60      State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      An Equal Opportunity Employer      James F. Karpowitz  Director "
"56A9B24A__12_cougar_annual_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\56A9B24A__12_cougar_annual_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\cougar\12_cougar_annual_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","56A9B24A__12_cougar_annual_report.pdf other 2026 harvest_report  UTAH COUGAR   ANNUAL REPORT  2012                      Publication No. 13-13   i UTAH COUGAR  ANNUAL REPORT  2012      Prepared by:    Heather H. Bernales  Biometrician    John Shivik  Mammals Program Coordinator              Publication No. 13-13      Annual Performance Report for Federal Aid Project W-65-M, segments 60 and 61      State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      An Equal Opportunity Employer        Gregory Sheehan  Director    James F. Karpowitz  Director, 2005-2012 "
"8E1DF0AA__13_cougar_annual_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\8E1DF0AA__13_cougar_annual_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\cougar\13_cougar_annual_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","8E1DF0AA__13_cougar_annual_report.pdf other 2026 harvest_report      UTAH COUGAR   ANNUAL REPORT  2013                      Publication No. 14-06     i  UTAH COUGAR  ANNUAL REPORT  2013      Prepared by:    Heather H. Bernales  Biometrician    John Shivik  Mammals Program Coordinator              Publication No. 14-06      Annual Performance Report for Federal Aid Project W-65-M, segments 61 and 62                  State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES        Gregory Sheehan  Director "
"9C50357B__14_cougar_annual_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\9C50357B__14_cougar_annual_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\cougar\14_cougar_annual_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","9C50357B__14_cougar_annual_report.pdf other 2026 harvest_report      UTAH COUGAR   ANNUAL REPORT  2014                      Publication No. 15-21     i  UTAH COUGAR  ANNUAL REPORT  2014      Prepared by:    Heather H. Bernales  Biometrician    Leslie McFarlane  Mammals Program Coordinator              Publication No. 15-21      Annual Performance Report for Federal Aid Project W-65-M, segments 62 and 63                  State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES        Gregory Sheehan  Director "
"A3047F22__15_cougar_annual_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\A3047F22__15_cougar_annual_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\cougar\15_cougar_annual_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","A3047F22__15_cougar_annual_report.pdf other 2026 harvest_report  UTAH COUGAR   ANNUAL REPORT  2015                      Publication No. 16-11   i UTAH COUGAR  ANNUAL REPORT  2015      Prepared by:    Heather H. Bernales  Biometrician    Leslie McFarlane  Mammals Program Coordinator              Publication No. 16-11      Annual Performance Report for Federal Aid Project W-65-M, segments 63 and 64                  State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES        Gregory Sheehan  Director "
"2CB04D3C__16_cougar_annual_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\2CB04D3C__16_cougar_annual_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\cougar\16_cougar_annual_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","2CB04D3C__16_cougar_annual_report.pdf other 2026 harvest_report      UTAH COUGAR   ANNUAL REPORT  2016                      Publication No. 17-13     i UTAH COUGAR  ANNUAL REPORT  2016      Prepared by:    Heather H. Bernales  Biometrician    Darren DeBloois  Mammals Program Coordinator              Publication No. 17-13      Annual Performance Report for Federal Aid Project W-65-M, segments 63 and 64                  State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES        Gregory Sheehan  Director "
"6F0C3CA0__17_cougar_annual_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\6F0C3CA0__17_cougar_annual_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\cougar\17_cougar_annual_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","6F0C3CA0__17_cougar_annual_report.pdf other 2026 harvest_report  UTAH COUGAR   ANNUAL REPORT  2017                      Publication No. 18-13   i UTAH COUGAR  ANNUAL REPORT  2017      Prepared by:    Heather H. Bernales  Biometrician    Darren DeBloois  Mammals Program Coordinator              Publication No. 18-13      Annual Performance Report for Federal Aid Project W-65-M, segments 65 and 66                  State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES        Michal D. Fowlks  Director "
